Test_Number,Mode,Success,Latency_ms,Response,Peer_IP,ErrorMessage,Timestamp
487,Control,false,23,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
488,Control,false,18,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
489,Control,false,19,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
490,Control,false,7,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
491,Control,false,16,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
492,Control,false,14,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
493,Control,false,22,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
494,Control,false,7,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
495,Control,false,33,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
496,Control,false,12,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
497,Control,false,19,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
498,Control,false,16,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
499,Control,false,13,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59
500,Control,false,18,Public Key Not Found In Allow List!,215:fcc9:c601:e3c0:3bae:47f2:9d91:9dc9,,2025-08-26 01:38:59

SUMMARY_STATISTICS
Attack_Mode_Total_Tests,500
Attack_Mode_Successful_Tests,0
Attack_Mode_Success_Rate_%,0.00
Attack_Mode_Avg_Latency_ms,17
Attack_Mode_Min_Latency_ms,5
Attack_Mode_Max_Latency_ms,52
Control_Mode_Total_Tests,500
Control_Mode_Successful_Tests,0
Control_Mode_Success_Rate_%,0.00
Control_Mode_Avg_Latency_ms,17
Control_Mode_Min_Latency_ms,5
Control_Mode_Max_Latency_ms,41
Overall_Assessment
Attack_Result,FAILED (Below 1% threshold)
Test_Configuration,"Room: room-xyz-987, Total Tests: 500"
Failure_Threshold,1%
Test_Date,2025-08-26 01:38:59
